2023-04-27 12:48:07,137 INFO  [restartedMain] logging.DeferredLog:250 For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2023-04-27 12:48:07,143 INFO  [restartedMain] boot.StartupInfoLogger:51 Starting ProgettoRistorantiApplication using Java 17.0.6 with PID 21028 (C:\Users\sarex\Documents\GitHub\newRistoranti\newRistoranti\target\classes started by sarex in C:\Users\sarex\Documents\GitHub\newRistoranti\newRistoranti)
2023-04-27 12:48:07,144 INFO  [restartedMain] boot.SpringApplication:632 No active profile set, falling back to 1 default profile: "default"
2023-04-27 12:48:07,405 INFO  [restartedMain] config.RepositoryConfigurationDelegate:138 Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2023-04-27 12:48:07,440 INFO  [restartedMain] config.RepositoryConfigurationDelegate:208 Finished Spring Data repository scanning in 34 ms. Found 4 JPA repository interfaces.
2023-04-27 12:48:07,561 INFO  [restartedMain] tomcat.TomcatWebServer:108 Tomcat initialized with port(s): 8080 (http)
2023-04-27 12:48:07,589 INFO  [restartedMain] context.ServletWebServerApplicationContext:291 Root WebApplicationContext: initialization completed in 443 ms
2023-04-27 12:48:07,754 INFO  [restartedMain] jpa.AbstractEntityManagerFactoryBean:437 Initialized JPA EntityManagerFactory for persistence unit 'default'
2023-04-27 12:48:08,296 WARN  [restartedMain] jpa.JpaBaseConfiguration$JpaWebConfiguration:231 spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2023-04-27 12:48:08,594 INFO  [restartedMain] autoconfigure.OptionalLiveReloadServer:59 LiveReload server is running on port 35729
2023-04-27 12:48:08,616 INFO  [restartedMain] tomcat.TomcatWebServer:220 Tomcat started on port(s): 8080 (http) with context path ''
2023-04-27 12:48:09,046 INFO  [restartedMain] boot.StartupInfoLogger:57 Started ProgettoRistorantiApplication in 1.93 seconds (process running for 1142.03)
2023-04-27 12:48:09,049 INFO  [restartedMain] autoconfigure.ConditionEvaluationDeltaLoggingListener:63 Condition evaluation unchanged
2023-04-27 12:48:09,073 INFO  [restartedMain] progettoristoranti.ProgettoRistorantiApplication:29 Isnfo message
2023-04-27 12:48:09,073 WARN  [restartedMain] progettoristoranti.ProgettoRistorantiApplication:30 Warning message
2023-04-27 12:48:09,074 ERROR [restartedMain] progettoristoranti.ProgettoRistorantiApplication:31 Error message
2023-04-27 12:48:09,074 FATAL [restartedMain] progettoristoranti.ProgettoRistorantiApplication:32 Fatal message
2023-04-27 14:24:00,713 INFO  [File Watcher] autoconfigure.LocalDevToolsAutoConfiguration$RestartingClassPathChangeChangedEventListener:211 Restarting due to 1 class path change (0 additions, 0 deletions, 1 modification)
2023-04-27 14:24:00,980 INFO  [Thread-19] jpa.AbstractEntityManagerFactoryBean:650 Closing JPA EntityManagerFactory for persistence unit 'default'
2023-04-27 14:24:01,442 INFO  [restartedMain] logging.DeferredLog:250 Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2023-04-27 14:24:01,443 INFO  [restartedMain] logging.DeferredLog:250 For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2023-04-27 14:24:01,453 INFO  [restartedMain] boot.StartupInfoLogger:51 Starting ProgettoRistorantiApplication using Java 17.0.6 with PID 21028 (C:\Users\sarex\Documents\GitHub\newRistoranti\newRistoranti\target\classes started by sarex in C:\Users\sarex\Documents\GitHub\newRistoranti\newRistoranti)
2023-04-27 14:24:01,454 INFO  [restartedMain] boot.SpringApplication:632 No active profile set, falling back to 1 default profile: "default"
2023-04-27 14:24:01,914 INFO  [restartedMain] config.RepositoryConfigurationDelegate:138 Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2023-04-27 14:24:01,940 INFO  [restartedMain] config.RepositoryConfigurationDelegate:208 Finished Spring Data repository scanning in 25 ms. Found 4 JPA repository interfaces.
2023-04-27 14:24:02,107 INFO  [restartedMain] tomcat.TomcatWebServer:108 Tomcat initialized with port(s): 8080 (http)
2023-04-27 14:24:02,141 INFO  [restartedMain] context.ServletWebServerApplicationContext:291 Root WebApplicationContext: initialization completed in 684 ms
2023-04-27 14:24:02,370 INFO  [restartedMain] jpa.AbstractEntityManagerFactoryBean:437 Initialized JPA EntityManagerFactory for persistence unit 'default'
2023-04-27 14:24:02,978 WARN  [restartedMain] jpa.JpaBaseConfiguration$JpaWebConfiguration:231 spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2023-04-27 14:24:03,236 INFO  [restartedMain] autoconfigure.OptionalLiveReloadServer:59 LiveReload server is running on port 35729
2023-04-27 14:24:03,255 INFO  [restartedMain] tomcat.TomcatWebServer:220 Tomcat started on port(s): 8080 (http) with context path ''
2023-04-27 14:24:03,647 INFO  [restartedMain] boot.StartupInfoLogger:57 Started ProgettoRistorantiApplication in 2.234 seconds (process running for 6896.647)
2023-04-27 14:24:03,649 INFO  [restartedMain] autoconfigure.ConditionEvaluationDeltaLoggingListener:63 Condition evaluation unchanged
